timestamp,temperature,humidity,pressure,anomaly
2024-11-01 00:00:00,24.993428306022466,57.4558485814899,1023.967247751442,1
2024-11-01 00:10:00,23.72347139765763,72.50726158812338,1017.7785198555694,0
2024-11-01 00:20:00,25.295377076201383,58.25696910753949,1012.7160570205687,0
2024-11-01 00:30:00,27.04605971281605,66.22678907715735,1008.5478212352867,0
2024-11-01 00:40:00,23.531693250553328,62.92629309920692,1010.1785507364049,0
2024-11-01 00:50:00,23.53172608610164,63.22912224090422,1010.0364858852145,0
2024-11-01 01:00:00,27.158425631014783,68.32073877265785,1016.2761681425688,0
2024-11-01 01:10:00,25.534869458305817,72.1699314278265,1014.2849872279292,0
2024-11-01 01:20:00,23.061051228130097,81.87580638037701,1006.381752145789,0
2024-11-01 01:30:00,25.08512008717193,100.79260629360606,1010.8204926545478,0
2024-11-01 01:40:00,23.073164614375074,79.27165250979328,1017.3877377672571,0
2024-11-01 01:50:00,23.068540492859487,51.6669975550763,1014.7583117748703,0
2024-11-01 02:00:00,24.48392454313207,54.495015895110015,1015.8432230800638,0
2024-11-01 02:10:00,20.173439510684403,58.166390789677976,1014.9146085502863,0
2024-11-01 02:20:00,20.550164334973935,57.10840649563828,1021.1321536730443,0
2024-11-01 02:30:00,22.875424941518055,65.27276635158493,1014.1802153191219,0
2024-11-01 02:40:00,21.974337759331153,35.58886343571834,1011.0698860106465,0
2024-11-01 02:50:00,24.628494665190548,35.90456103843462,1008.4212247943321,0
2024-11-01 03:00:00,22.183951848957577,51.032974623918804,1014.2480472910486,0
2024-11-01 03:10:00,35.73924748620103,63.77840150034967,1000.7964799261246,1
2024-11-01 03:20:00,26.931297537843108,42.47481574715523,1012.0785549908364,0
2024-11-01 03:30:00,23.54844739902693,30.938941282449942,1011.9708007003933,0
2024-11-01 03:40:00,24.13505640937585,59.56943524975367,1006.1776457319136,0
2024-11-01 03:50:00,21.150503627573087,56.94925778962172,1008.35867080672,0
2024-11-01 04:00:00,22.911234550949636,46.27833274560456,1017.0482876507413,0
